WKT,id,nombre,direccion,cod_ine_mun,anyo_const,tipo_edifi,tipo_edifi_val,uso_edifi,uso_edifi_val,proteccio,e1_entrada_ppal,e1_entrada_ppal_val,e1_coste,e2_itinerarios_accesibles,e2_itinerarios_accesibles_val,e2_coste,e3_zonas_atencion_publico,e3_zonas_atencion_publico_val,e3_coste,e4_servicios_higienicos,e4_servicios_higienicos_val,e4_coste,e5_elementos_accesibles,e5_elementos_accesibles_val,e5_coste,accesibilidat_total,accesibilidat_total_val,total_coste,nom_mun,nom_mun_cas,nom_mun_cas_a,nom_mun_val,nom_mun_val_a,noms_mun,comarca,provincia,lon,lat
POINT (757127.953370008 4276797.06173466),621,AJUNTAMENT D'ALTEA,"PL. JOSE MARIA PLANELLES, 1",3018,1968,Equipamiento,Equipament,"Administrativo, Institucional, Infraestructura","Administratiu, Institucional, Infraestructura",No,Accesibilidad media,Accessibilitat mitjana,30.0,Accesibilidad baja,Accessibilitat baixa,117458.5,Accesibilidad baja,Accessibilitat baixa,1952.36,Accesibilidad baja,Accessibilitat baixa,29047.88,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,148488.74,Altea,Altea,Altea,Altea,Altea,Altea,la Marina Baixa,Alacant/Alicante,-0.04731789999999798,38.6024481
POINT (756481.046540406 4276671.08112791),622,C. SALUT CASC ANTIC,"CL. VILLAJOYOSA, 3",3018,1975,Equipamiento,Equipament,Sanitario,Sanitari,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,9430.03,Accesibilidad baja,Accessibilitat baixa,6438.92,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,5613.9,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,29721.0,Altea,Altea,Altea,Altea,Altea,Altea,la Marina Baixa,Alacant/Alicante,-0.05478380000000119,38.60150140000001
POINT (757070.539426275 4276860.44773576),623,C.E.A.M,"CL. MARINA BAIXA, 6",3018,2007,Equipamiento,Equipament,"Sanitario, Asistencial","Sanitari, Assistencial",No,Accesibilidad media,Accessibilitat mitjana,273.56,Accesibilidad baja,Accessibilitat baixa,7988.5,Accesibilidad media,Accessibilitat mitjana,0.0,Accesibilidad media,Accessibilitat mitjana,3523.94,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,6584.54,Accesibilidad baja,Accessibilitat baixa,18370.54,Altea,Altea,Altea,Altea,Altea,Altea,la Marina Baixa,Alacant/Alicante,-0.047953000000003916,38.603035200000036
POINT (757055.228933524 4276803.26614695),624,CENTRE SOCIAL 3ª EDAT,"CL. MARINA BAIXA, 2",3018,1998,Equipamiento,Equipament,"Cultural, Social, Recreativo","Cultural, Social, Recreatiu",No,Accesibilidad baja,Accessibilitat baixa,2180.25,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,38640.12,Accesibilidad media,Accessibilitat mitjana,976.18,Accesibilidad baja,Accessibilitat baixa,9023.94,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,7146.25,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,57966.74,Altea,Altea,Altea,Altea,Altea,Altea,la Marina Baixa,Alacant/Alicante,-0.04814969999999417,38.602525000000014
POINT (757230.466763474 4277141.95162413),625,FPA,"CL. CALITX, 6",3018,2000,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,5353.29,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,38355.42,Accesibilidad media,Accessibilitat mitjana,0.0,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,58232.65,Altea,Altea,Altea,Altea,Altea,Altea,la Marina Baixa,Alacant/Alicante,-0.04601479999999499,38.6055224
POINT (756973.730508536 4276564.47773977),626,CASA DE CULTURA,"CL. COSTERA PONT DE MONTCAU, 14",3018,1986,Equipamiento,Equipament,"Cultural, Administrativo, Institucional","Cultural, Administratiu, Institucional",No,Accesibilidad baja,Accessibilitat baixa,1395.74,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,30120.32,Accesibilidad media,Accessibilitat mitjana,976.18,Accesibilidad baja,Accessibilitat baixa,9023.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,41516.18,Altea,Altea,Altea,Altea,Altea,Altea,la Marina Baixa,Alacant/Alicante,-0.0491725000000049,38.60039949999999
POINT (757471.391745309 4279720.74695548),627,CENTRE CULT. A. VELLA,"CL. CARRETERA DE CALLOSA, 37-C",3018,1990,Equipamiento,Equipament,"Cultural, Social, Recreativo","Cultural, Social, Recreatiu",No,Accesibilidad baja,Accessibilitat baixa,3675.47,Accesibilidad baja,Accessibilitat baixa,16763.18,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,6713.3,Accesibilidad baja,Accessibilitat baixa,42622.07,Altea,Altea,Altea,Altea,Altea,Altea,la Marina Baixa,Alacant/Alicante,-0.04229769999999586,38.62866149999998
POINT (756836.699361352 4276251.39464248),628,CONSERVATORI M,"CL. CAMI VELL D'ALACANT, 1",3018,1950,Equipamiento,Equipament,"Educativo, Cultural","Educatiu, Cultural",No,Accesibilidad baja,Accessibilitat baixa,1880.15,Accesibilidad baja,Accessibilitat baixa,4977.06,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,18047.88,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,25881.27,Altea,Altea,Altea,Altea,Altea,Altea,la Marina Baixa,Alacant/Alicante,-0.050859499999994943,38.59762139999999
POINT (757005.823347138 4276451.78760533),629,ESCOLA DE MUSICA,"CL FILHARMONICA, 12",3018,1945,Equipamiento,Equipament,"Educativo, Cultural","Educatiu, Cultural",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,663.65,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,48111.1,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,9023.94,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,661.85,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,59406.72,Altea,Altea,Altea,Altea,Altea,Altea,la Marina Baixa,Alacant/Alicante,-0.04884599999999608,38.59937599999996
POINT (756192.668599964 4276424.26476423),630,PALAU ALTEA,"CL. ALCOI, 18",3018,2000,Equipamiento,Equipament,"Cultural, Infraestructura","Cultural, Infraestructura",No,Accesibilidad baja,Accessibilitat baixa,4198.84,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,51213.72,Accesibilidad baja,Accessibilitat baixa,2928.54,Accesibilidad baja,Accessibilitat baixa,65357.73,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,28303.5,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,152002.33,Altea,Altea,Altea,Altea,Altea,Altea,la Marina Baixa,Alacant/Alicante,-0.058181999999992365,38.599363300000036
POINT (756761.560707161 4276453.90186722),631,CASA TONI EL FUSTER,"CL. COSTERA DELS MATXOS, 2",3018,1900,Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,41787.44,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,50204.83,Altea,Altea,Altea,Altea,Altea,Altea,la Marina Baixa,Alacant/Alicante,-0.05164660000000316,38.59946570000004
POINT (757379.84063992 4277120.12905545),632,CENTRE JUVENIL,"CL. LA TELLA, 6",3018,1984,Equipamiento,Equipament,"Cultural, Deportivo, Social, Recreativo","Cultural, Esportiu, Social, Recreatiu",No,Accesibilidad baja,Accessibilitat baixa,20035.65,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,36021.2,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad media,Accessibilitat mitjana,3523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,60556.97,Altea,Altea,Altea,Altea,Altea,Altea,la Marina Baixa,Alacant/Alicante,-0.044309600000000886,38.60528269999996
POINT (757336.855160287 4279900.7438723),633,EXT. ADM. A. LA VELLA,"CL. CURA LLINARES, 4",3018,1966,Equipamiento,Equipament,"Cultural, Sanitario","Cultural, Sanitari",No,Accesibilidad media,Accessibilitat mitjana,30.0,Accesibilidad baja,Accessibilitat baixa,10069.58,Accesibilidad media,Accessibilitat mitjana,976.18,Accesibilidad media,Accessibilitat mitjana,3523.94,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,1572.75,Accesibilidad baja,Accessibilitat baixa,16172.45,Altea,Altea,Altea,Altea,Altea,Altea,la Marina Baixa,Alacant/Alicante,-0.04377469999999682,38.63032050000004
POINT (694987.928910092 4246588.96985358),634,"CASA CONSISTORIAL ""LOCALES MUNICIPALES EN PLAZA MAYOR, 3 (BAJO Y 1ER PISO)""","PLAZA MAYOR, 3",3019,1969,Equipamiento,Equipament,"Cultural, Social","Cultural, Social",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,5450.95,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,23189.06,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,36878.16,Aspe,Aspe,Aspe,Aspe,Aspe,Aspe,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,-0.768712,38.34624499999998
POINT (694970.75553369 4246539.69580495),635,CASA CONSISTORIAL (EDIFICIO HISTÓRICO),PLAZA MAYOR NÚMERO 1,3019,1900,Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad baja,Accessibilitat baixa,12271.58,Accesibilidad media,Accessibilitat mitjana,30.0,Accesibilidad baja,Accessibilitat baixa,16285.91,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,759.87,Accesibilidad baja,Accessibilitat baixa,29526.6,Aspe,Aspe,Aspe,Aspe,Aspe,Aspe,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,-0.7689219999999981,38.34580499999996
POINT (694970.098254174 4246791.19241224),636,CENTRO DE SALUD,"C/ LEPANTO, 6",3019,1990,Equipamiento,Equipament,"Cultural, Social","Cultural, Social",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,663.65,Accesibilidad baja,Accessibilitat baixa,16376.15,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,21785.91,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,39801.89,Aspe,Aspe,Aspe,Aspe,Aspe,Aspe,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,-0.7688600000000054,38.34806999999999
POINT (695041.739567517 4245755.78258243),637,CENTRO DÍA,"C/ RUPERTO CHAPÍ, 4",3019,1993,Equipamiento,Equipament,Asistencial,Assistencial,No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad baja,Accessibilitat baixa,1127.39,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad media,Accessibilitat mitjana,3523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,5806.75,Aspe,Aspe,Aspe,Aspe,Aspe,Aspe,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,-0.7683270000000003,38.33873000000003
POINT (694960.513589077 4246757.20364255),638,"CENTRO SOCIAL ""CASA DEL CISCO""","AV. CONSTITUCIÓN, 42 Y LEPANTO, 4",3019,1900,Equipamiento,Equipament,"Cultural, Social","Cultural, Social",No,Accesibilidad baja,Accessibilitat baixa,710.05,Accesibilidad baja,Accessibilitat baixa,5045.98,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,32571.82,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,39304.03,Aspe,Aspe,Aspe,Aspe,Aspe,Aspe,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,-0.7689789999999961,38.34776599999996
POINT (695388.633664271 4246176.92349434),639,CENTRO SOCIAL BARRIO LA COCA (CENTRO DE ADULTOS),"C/ SANTANDER, 4",3019,1960,Equipamiento,Equipament,"Educativo, Social","Educatiu, Social",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,1974.65,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,28472.52,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,45947.29,Aspe,Aspe,Aspe,Aspe,Aspe,Aspe,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,-0.7642440000000046,38.342447000000035
POINT (695143.098288866 4246833.35291115),640,"COLEGIO PRIVADO ""VIRGEN DE LAS NIEVES""","C/ PEDRO GALIPIENSO, 29",3019,1950,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,768.25,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,61555.43,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,29047.88,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,92347.74,Aspe,Aspe,Aspe,Aspe,Aspe,Aspe,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,-0.7668700000000029,38.34841200000002
POINT (694798.437795493 4246363.97139352),641,"COLEGIO PÚBLICO ""DR. CALATAYUD""","GREGORIO RIZO, 37",3019,1931,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,21261.74,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,32203.94,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad baja,Accessibilitat baixa,29047.88,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,83489.74,Aspe,Aspe,Aspe,Aspe,Aspe,Aspe,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,-0.7709409999999953,38.344260000000006
POINT (694610.629328896 4246775.62648127),642,"COLEGIO PÚBLICO ""EL CASTILLO""","CALLE PONIENTE, 74",3019,1987,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,4125.47,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,31777.66,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,21785.91,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,58665.22,Aspe,Aspe,Aspe,Aspe,Aspe,Aspe,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,-0.7729750000000013,38.34800799999996
POINT (695083.911913242 4245689.95427891),643,"COLEGIO PÚBLICO ""LA PALOMA""","AV/ BARÍTONO LUIS ALMODÓVAR, 100",3019,1985,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,484.98,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,27057.71,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,43042.81,Aspe,Aspe,Aspe,Aspe,Aspe,Aspe,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,-0.7678630000000004,38.33812799999996
POINT (694991.681668883 4246079.15112013),644,"COLEGIO PÚBLICO ""LA PALOMA"" (COLEGIO MOSCARDÓ)","AV/ BARÍTONO LUIS ALMODÓVAR, 47",3019,1970,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad media,Accessibilitat mitjana,3155.99,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,24348.12,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,29047.88,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,57528.17,Aspe,Aspe,Aspe,Aspe,Aspe,Aspe,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,-0.7688100000000041,38.34165300000003
POINT (695601.738194805 4246617.82247219),645,"COLEGIO PÚBLICO ""LA SERRANICA""","C/ JOSÉ VICEDO CALATAYUD, 107",3019,1992,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,2206.74,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,30689.93,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,21785.91,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,2418.5,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,58077.26,Aspe,Aspe,Aspe,Aspe,Aspe,Aspe,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,-0.7616849999999977,38.346371000000005
POINT (694923.583250737 4246114.14964346),646,"COLEGIO PÚBLICO ""VISTAHERMOSA 2 RAM-8""","AV/ BARÍTONO LUIS ALMODÓVAR, 50",3019,1968,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,24441.72,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,9023.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,34621.08,Aspe,Aspe,Aspe,Aspe,Aspe,Aspe,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,-0.7695789999999927,38.341983000000035
POINT (695127.176013608 4245607.94028675),647,"COLEGIO PÚBLICO ""VISTAHERMOSA I",C/ ANTONIO AYALA 29,3019,1990,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,15591.64,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,52039.37,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,21785.91,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,90393.1,Aspe,Aspe,Aspe,Aspe,Aspe,Aspe,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,-0.7673909999999972,38.33737999999996
POINT (695327.173029836 4245923.25599013),648,"NUEVO COLEGIO ""PERPETUO SOCORRO""","C/MAESTRO ALCOLEA, 1 ESQ. AV.CARLOS SORIA, 10",3019,2005,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad baja,Accessibilitat baixa,8188.28,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,18047.88,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,27391.58,Aspe,Aspe,Aspe,Aspe,Aspe,Aspe,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,-0.7650170000000005,38.340176000000014
