WKT,id,nombre,direccion,cod_ine_mun,anyo_const,tipo_edifi,tipo_edifi_val,uso_edifi,uso_edifi_val,proteccio,e1_entrada_ppal,e1_entrada_ppal_val,e1_coste,e2_itinerarios_accesibles,e2_itinerarios_accesibles_val,e2_coste,e3_zonas_atencion_publico,e3_zonas_atencion_publico_val,e3_coste,e4_servicios_higienicos,e4_servicios_higienicos_val,e4_coste,e5_elementos_accesibles,e5_elementos_accesibles_val,e5_coste,accesibilidat_total,accesibilidat_total_val,total_coste,nom_mun,nom_mun_cas,nom_mun_cas_a,nom_mun_val,nom_mun_val_a,noms_mun,comarca,provincia,lon,lat
POINT (720940.185 4371449.91),583,CENTRE PUNTO.COM,CALLE SAN JOSÉ S/N,46110,2001,Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,339.62,Accesibilidad media,Accessibilitat mitjana,90.0,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad media,Accessibilitat mitjana,1761.97,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,1323.7,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,4491.47,Xirivella,Xirivella,Xirivella,Xirivella,Xirivella,Xirivella,l'Horta Sud,València/Valencia,-0.43178177618047225,39.46429053675416
POINT (721652.101 4371172.82),584,CENTRE JOVE,"CALLE LEVANTE UD, 4",46110,2020,Equipamiento,Equipament,Asistencial,Assistencial,No,Accesibilidad media,Accessibilitat mitjana,30.0,Accesibilidad media,Accessibilitat mitjana,90.0,Accesibilidad baja,Accessibilitat baixa,1922.36,Accesibilidad media,Accessibilitat mitjana,1761.97,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,661.85,Accesibilidad media,Accessibilitat mitjana,4466.18,Xirivella,Xirivella,Xirivella,Xirivella,Xirivella,Xirivella,l'Horta Sud,València/Valencia,-0.4236062935073172,39.461613318286375
POINT (721839.483 4371502.774),585,CASA DE LA DONA,"CARRER MIGUEL HERNÁNDEZ, 26",46110,2020,Equipamiento,Equipament,"Asistencial, Social","Assistencial, Social",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,79.33,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,946.18,Accesibilidad media,Accessibilitat mitjana,1761.97,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,411.85,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,3199.33,Xirivella,Xirivella,Xirivella,Xirivella,Xirivella,Xirivella,l'Horta Sud,València/Valencia,-0.4213206300305718,39.46453513904638
POINT (688773.988943074 4361797.336457),586,AYUNTAMIENTO DE YÁTOVA,C/ MAESTRO ROMERO Nº 7,46261,2003,Equipamiento,Equipament,Institucional,Institucional,No,Accesibilidad baja,Accessibilitat baixa,1291.07,Accesibilidad baja,Accessibilitat baixa,1173.72,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,17964.91,Yátova,Yátova,Yátova,Yátova,Yátova,Yátova,La Hoya de Buñol,València/Valencia,-0.8081299000000043,39.38503330000002
POINT (688773.988943074 4361797.336457),587,CONSULTORIO MÉDICO,"C/ BERNARDO JUAN, Nº33",46261,1951,Vivienda+equipamiento,Habitatge+equipament,Sanitario,Sanitari,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,1903.66,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,24314.97,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,35000.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,69426.78,Yátova,Yátova,Yátova,Yátova,Yátova,Yátova,La Hoya de Buñol,València/Valencia,-0.8081299000000043,39.38503330000002
POINT (688977.059778414 4361778.35967053),588,COLEGIO PÚBLICO PINTOR SOROLLA,"C/ DOCTOR ÁLVAREZ GARIJO, Nº1",46261,1978,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,606.64,Accesibilidad baja,Accessibilitat baixa,2166.45,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,18243.21,Yátova,Yátova,Yátova,Yátova,Yátova,Yátova,La Hoya de Buñol,València/Valencia,-0.805778999999999,39.38481800000004
POINT (688995.535770135 4361876.6194917),589,CASA DE LA CULTURA,"C/ DOCTOR ÁLVAREZ GARIJO, Nº 7",46261,1985,Equipamiento,Equipament,"Cultural, Social, Recreativo","Cultural, Social, Recreatiu",No,Accesibilidad baja,Accessibilitat baixa,2622.66,Accesibilidad baja,Accessibilitat baixa,5943.66,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,24066.44,Yátova,Yátova,Yátova,Yátova,Yátova,Yátova,La Hoya de Buñol,València/Valencia,-0.8055368999999969,39.38569869999997
POINT (693318.56133976 4217631.05473344),604,CENTRO CULTURAL SAN VICENTE FERRER,"CALLE MAYOR, 35",3012,2008,Equipamiento,Equipament,"Cultural, Educativo","Cultural, Educatiu",No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad baja,Accessibilitat baixa,11441.38,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,29047.88,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,1735.55,Accesibilidad baja,Accessibilitat baixa,43380.23,Algorfa,Algorfa,Algorfa,Algorfa,Algorfa,Algorfa,el Baix Segura/La Vega Baja,Alacant/Alicante,-0.7956870000000005,38.08581600000001
POINT (688767.707980795 4361796.90627009),590,EDIFICIO MULTIUSOS. ANTIGUO AYUNTAMIENTO,PLAZA CONSTITUCION Nº 4.,46261,1978,Equipamiento,Equipament,"Administrativo, Institucional, Social","Administratiu, Institucional, Social",No,Accesibilidad baja,Accessibilitat baixa,1568.54,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,31210.32,Accesibilidad baja,Accessibilitat baixa,946.18,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,40987.01,Yátova,Yátova,Yátova,Yátova,Yátova,Yátova,La Hoya de Buñol,València/Valencia,-0.8082028999999991,39.38503080000001
POINT (706096.974578604 4257191.96380114),591,AYUNTAMIENTO,"PL. DE ESPAÑA, 1",3002,1970,Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad baja,Accessibilitat baixa,15205.39,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad alta,Accessibilitat alta,30.0,Accesibilidad baja,Accessibilitat baixa,30914.75,Agost,Agost,Agost,Agost,Agost,Agost,l'Alacantí,Alacant/Alicante,-0.638581000000001,38.439234000000035
POINT (706051.333194896 4257009.77434945),592,CENTRO SOCIAL,"AV. CONSELL DEL PAÍS VALENCIÀ, 16",3002,2007,Equipamiento,Equipament,"Cultural, Social, Administrativo","Cultural, Social, Administratiu",No,Accesibilidad media,Accessibilitat mitjana,149.24,Accesibilidad baja,Accessibilitat baixa,1628.96,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad media,Accessibilitat mitjana,3523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,6278.32,Agost,Agost,Agost,Agost,Agost,Agost,l'Alacantí,Alacant/Alicante,-0.6391569999999983,38.43760400000002
POINT (706346.689201751 4257083.31647807),593,CEIP LA RAMBLA,"AV. DE ALCOY, 25",3002,2007,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad baja,Accessibilitat baixa,60603.11,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,25309.85,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,2418.5,Accesibilidad baja,Accessibilitat baixa,89486.88,Agost,Agost,Agost,Agost,Agost,Agost,l'Alacantí,Alacant/Alicante,-0.635753999999999,38.438198000000014
POINT (706160.665044443 4256847.3274802),594,CASA DE CULTURA,"AV. DE JIJONA, 2",3002,2000,Equipamiento,Equipament,"Cultural, Social","Cultural, Social",No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad baja,Accessibilitat baixa,15527.75,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,21785.91,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,2559.25,Accesibilidad baja,Accessibilitat baixa,41028.33,Agost,Agost,Agost,Agost,Agost,Agost,l'Alacantí,Alacant/Alicante,-0.637952999999995,38.436116000000005
POINT (705943.763210481 4257430.91429246),595,MUSEO DE ALFARERÍA,"C/ MONFORTE, 4",3002,1930,Equipamiento,Equipament,Cultural,Cultural,BRL,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad baja,Accessibilitat baixa,24221.03,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad media,Accessibilitat mitjana,7047.88,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,32424.33,Agost,Agost,Agost,Agost,Agost,Agost,l'Alacantí,Alacant/Alicante,-0.6402649999999994,38.44142100000002
POINT (715804.959917088 4295289.31535352),596,AJUNTAMENT,"PLAÇA ESPANYA, 1",3003,1900,Equipamiento,Equipament,"Administrativo, Institucional, Infraestructura","Administratiu, Institucional, Infraestructura",No,Accesibilidad baja,Accessibilitat baixa,4917.24,Accesibilidad baja,Accessibilitat baixa,29974.52,Accesibilidad baja,Accessibilitat baixa,1952.36,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,51368.06,Agres,Agres,Agres,Agres,Agres,Agres,el Comtat,Alacant/Alicante,-0.5156353000000035,38.7799502
POINT (715710.447205881 4295351.36889658),597,CENTRE SOCIAL,C/ BOCAIRENT,3003,1960,Equipamiento,Equipament,"Cultural, Administrativo, Social","Cultural, Administratiu, Social",No,Accesibilidad baja,Accessibilitat baixa,4234.24,Accesibilidad media,Accessibilitat mitjana,698.25,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,5878.67,Agres,Agres,Agres,Agres,Agres,Agres,el Comtat,Alacant/Alicante,-0.5167029999999955,38.78053200000002
POINT (715836.811057635 4295046.02350425),598,CASA CULTURA,"PLAÇA ASSUT, S/N",3003,2000,Equipamiento,Equipament,"Cultural, Social, Recreativo","Cultural, Social, Recreatiu",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,1028.99,Accesibilidad baja,Accessibilitat baixa,5220.68,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,14457.82,Agres,Agres,Agres,Agres,Agres,Agres,el Comtat,Alacant/Alicante,-0.5153450000000018,38.77775200000001
POINT (715717.702956933 4295347.66738476),599,CASA JOVE,"C/ SANT ANTONI, 9",3003,1960,Equipamiento,Equipament,"Cultural, Social, Recreativo","Cultural, Social, Recreatiu",No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad baja,Accessibilitat baixa,2224.86,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,3350.28,Agres,Agres,Agres,Agres,Agres,Agres,el Comtat,Alacant/Alicante,-0.5166206999999997,38.78049689999996
POINT (693264.706016751 4217737.03702939),600,CASA CONSISTORIAL,"PLAZA ESPAÑA, 20",3012,2007,Equipamiento,Equipament,"Administrativo, Institucional, Otro","Administratiu, Institucional, Un altre",No,Accesibilidad baja,Accessibilitat baixa,4225.39,Accesibilidad baja,Accessibilitat baixa,2200.09,Accesibilidad baja,Accessibilitat baixa,1892.36,Accesibilidad baja,Accessibilitat baixa,16285.91,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,661.85,Accesibilidad baja,Accessibilitat baixa,25265.6,Algorfa,Algorfa,Algorfa,Algorfa,Algorfa,Algorfa,el Baix Segura/La Vega Baja,Alacant/Alicante,-0.7962720000000036,38.08678199999999
POINT (693350.680591951 4217690.22240644),601,CONSULTORIO MÉDICO,"CALLE SAN JOSÉ, 6",3012,2005,Equipamiento,Equipament,Sanitario,Sanitari,No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad baja,Accessibilitat baixa,1444.65,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad media,Accessibilitat mitjana,1761.97,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,250.0,Accesibilidad baja,Accessibilitat baixa,4612.04,Algorfa,Algorfa,Algorfa,Algorfa,Algorfa,Algorfa,el Baix Segura/La Vega Baja,Alacant/Alicante,-0.7953050000000019,38.086342000000045
POINT (693301.502300062 4217780.32634792),602,CENTRO SOCIAL,"CALLE MAYOR, 13",3012,2008,Equipamiento,Equipament,"Cultural, Social, Recreativo","Cultural, Social, Recreatiu",No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad baja,Accessibilitat baixa,11802.31,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,14309.85,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,27237.58,Algorfa,Algorfa,Algorfa,Algorfa,Algorfa,Algorfa,el Baix Segura/La Vega Baja,Alacant/Alicante,-0.7958409999999951,38.08716399999997
POINT (693140.583456129 4217708.77542922),603,ESCUELA INFANTIL MUNICIPAL,"AVDA. SAN MIGUEL, 5",3012,2005,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,2285.65,Accesibilidad baja,Accessibilitat baixa,2438.37,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,12962.17,Algorfa,Algorfa,Algorfa,Algorfa,Algorfa,Algorfa,el Baix Segura/La Vega Baja,Alacant/Alicante,-0.7976940000000002,38.086554000000035
POINT (674504.867187667 4245293.71031126),605,CASA CONSISTORIAL,PLAZA JUAN CARLOS I,3013,1978,Equipamiento,Equipament,"Institucional, Administrativo","Institucional, Administratiu",No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,22922.46,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,16285.91,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,250.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,40613.79,Algueña,Algueña,Algueña,Algueña,Algueña,Algueña,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,-1.0032850000000038,38.33880400000001
POINT (674583.68895162 4245275.98573533),606,"CENTRO CÍVICO SOCIAL, BIBLIOTECA Y 3ª EDAD (1 FASE)","PLAZA CONCORDIA, 8",3013,2003,Equipamiento,Equipament,"Cultural, Social","Cultural, Social",No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,22713.26,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad baja,Accessibilitat baixa,9023.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,32892.62,Algueña,Algueña,Algueña,Algueña,Algueña,Algueña,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,-1.0023880000000005,38.33862900000001
POINT (674594.188513449 4245251.4540787),607,"CENTRO CÍVICO SOCIAL, BIBLIOTECA Y 3ª EDAD (2 FASE)","PLAZA CONCORDIA, 9",3013,2001,Equipamiento,Equipament,"Cultural, Social, Deportivo","Cultural, Social, Esportiu",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,369.62,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,29575.44,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad baja,Accessibilitat baixa,9023.94,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,2418.5,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,42363.68,Algueña,Algueña,Algueña,Algueña,Algueña,Algueña,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,-1.002274000000004,38.33840599999999
POINT (674332.552315852 4245308.08287052),608,CENTRO SALUD Y ESTACION POTABILIZADORA,"CL MED. JUAN ALBERT CERDA, 5",3013,1980,Equipamiento,Equipament,Sanitario,Sanitari,No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad baja,Accessibilitat baixa,2072.91,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,3228.33,Algueña,Algueña,Algueña,Algueña,Algueña,Algueña,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,-1.0052520000000011,38.338967000000004
POINT (674336.12020225 4245082.22218382),609,COLEGIO PÚBLICO VIRGEN DEL REMEDIO Y 6 VIVIENCAS MAESTROS (NUEVA GUARDERÍA),PS LIBERTAD 15,3013,1970,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,15781.4,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,41938.28,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad baja,Accessibilitat baixa,29047.88,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,87743.74,Algueña,Algueña,Algueña,Algueña,Algueña,Algueña,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,-1.0052670000000057,38.33693200000001
POINT (674097.971034719 4245420.03934235),610,EDIFICIO MUCA,"AV CONSTITUCION, 25",3013,1930,Equipamiento,Equipament,"Educativo, Cultural","Educatiu, Cultural",No,Accesibilidad baja,Accessibilitat baixa,2990.24,Accesibilidad baja,Accessibilitat baixa,9259.9,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,9023.94,Accesibilidad media,Accessibilitat mitjana,2059.25,Accesibilidad baja,Accessibilitat baixa,24309.51,Algueña,Algueña,Algueña,Algueña,Algueña,Algueña,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,-1.0079070000000032,38.34002100000001
POINT (674495.064200414 4245431.61476679),611,TEATRO AUDITORIO,PL PAIS VALENCIANO 7,3013,1998,Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,663.65,Accesibilidad baja,Accessibilitat baixa,8407.52,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,2809.25,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,12856.6,Algueña,Algueña,Algueña,Algueña,Algueña,Algueña,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,-1.0033629999999996,38.34004799999995
POINT (674474.051554366 4245432.82576754),612,LOCAL AMAS DE CASA,"CL. PRINCIPE DE ASTURIAS, 1",3013,1984,Equipamiento,Equipament,Social,Social,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,854.03,Accesibilidad baja,Accessibilitat baixa,4335.13,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,13427.31,Algueña,Algueña,Algueña,Algueña,Algueña,Algueña,el Vinalopó Mitjà/El Vinalopó Medio,Alacant/Alicante,-1.0036030000000011,38.34006299999996
POINT (693585.184633069 4220316.25768638),613,AYUNTAMIENTO,CL SAN EMIGDIO 2 PZ LA CONSTITUCION 1,3015,1970,Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad baja,Accessibilitat baixa,2002.13,Accesibilidad baja,Accessibilitat baixa,4880.9,Accesibilidad media,Accessibilitat mitjana,7047.88,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,2657.27,Accesibilidad baja,Accessibilitat baixa,16767.42,Almoradí,Almoradí,Almoradí,Almoradí,Almoradí,Almoradí,el Baix Segura/La Vega Baja,Alacant/Alicante,-0.7919209999999982,38.10994199999999
POINT (694274.557473564 4220287.83255258),614,CENTRO OCUPACIONAL ADA,CL ALBACETE 2,3015,2009,Equipamiento,Equipament,Asistencial,Assistencial,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,663.65,Accesibilidad baja,Accessibilitat baixa,3904.86,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad media,Accessibilitat mitjana,3523.94,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,98.02,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,9166.65,Almoradí,Almoradí,Almoradí,Almoradí,Almoradí,Almoradí,el Baix Segura/La Vega Baja,Alacant/Alicante,-0.784070999999996,38.10953800000002
POINT (693952.715898561 4220127.58801078),615,CENTRO TERCERA EDAD,CL ESPAÑA 53,3015,1998,Equipamiento,Equipament,Social,Social,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,663.65,Accesibilidad baja,Accessibilitat baixa,854.76,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad media,Accessibilitat mitjana,3523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,6018.53,Almoradí,Almoradí,Almoradí,Almoradí,Almoradí,Almoradí,el Baix Segura/La Vega Baja,Alacant/Alicante,-0.7877830000000017,38.10816400000002
POINT (693314.550055293 4220245.42078813),616,CENTRO ATENCIÓN TEMPRANA,CL MIGUEL HERNANDEZ 28,3015,1998,Equipamiento,Equipament,"Educativo, Sanitario","Educatiu, Sanitari",No,Accesibilidad baja,Accessibilitat baixa,4177.4,Accesibilidad baja,Accessibilitat baixa,5097.26,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad media,Accessibilitat mitjana,3523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,13774.78,Almoradí,Almoradí,Almoradí,Almoradí,Almoradí,Almoradí,el Baix Segura/La Vega Baja,Alacant/Alicante,-0.7950249999999993,38.109361999999976
POINT (693443.074727909 4220286.11735059),618,ESCUELAS MUNICIPALES 1927,CL RAFAEL ALBERTI 12,3015,1930,Equipamiento,Equipament,Otro,Altre,BRL,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,854.03,Accesibilidad baja,Accessibilitat baixa,1726.72,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,10818.9,Almoradí,Almoradí,Almoradí,Almoradí,Almoradí,Almoradí,el Baix Segura/La Vega Baja,Alacant/Alicante,-0.7935490000000027,38.10970100000005
POINT (693963.374060456 4220107.41128512),619,CENTRO CULTURAL,CL ESPAÑA 53,3015,2000,Equipamiento,Equipament,"Cultural, Otro","Cultural, Un altre",No,Accesibilidad media,Accessibilitat mitjana,179.24,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,49816.72,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad baja,Accessibilitat baixa,9023.94,Accesibilidad media,Accessibilitat mitjana,1647.4,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,61643.48,Almoradí,Almoradí,Almoradí,Almoradí,Almoradí,Almoradí,el Baix Segura/La Vega Baja,Alacant/Alicante,-0.7876670000000019,38.10798
POINT (693803.754854712 4220418.06405874),620,TEATRO CORTES,CL COMUNIDAD VALENCIANA 13(A),3015,1908,Equipamiento,Equipament,Cultural,Cultural,BRL,Accesibilidad baja,Accessibilitat baixa,1395.74,Accesibilidad baja,Accessibilitat baixa,5191.21,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad media,Accessibilitat mitjana,7047.88,Accesibilidad media,Accessibilitat mitjana,3294.8,Accesibilidad baja,Accessibilitat baixa,17905.81,Almoradí,Almoradí,Almoradí,Almoradí,Almoradí,Almoradí,el Baix Segura/La Vega Baja,Alacant/Alicante,-0.7894020000000052,38.11081200000001
